1	10036257	10040844	1	10149945	10153377	3
1	10239087	10239918	1	10251993	10252490	5
1	104981219	104982734	1	104993738	104994819	7
1	105354234	105357477	1	105662894	105665898	5
1	105434443	105436474	1	105751207	105753216	6
1	105445970	105448215	1	106564797	106571491	19
1	105542701	105545207	1	106510374	106518246	3
1	105558038	105559633	1	105563500	105565629	4
1	105630232	105631556	1	106460585	106461920	1
1	105659741	105661354	1	105765241	105766029	12
1	105662894	105665898	1	105685389	105687389	17
1	105662894	105665898	1	105706301	105712041	6
1	105662894	105665898	1	105741241	105742965	7
1	105662894	105665898	1	105779691	105782305	6
1	105662894	105665898	1	106007363	106009415	1
1	105680467	105681141	1	106751868	106754735	5
1	105685389	105687389	1	105706301	105712041	5
1	105701487	105703250	1	105758702	105760256	7
1	105706301	105712041	1	105751207	105753216	6
1	105706301	105712041	1	105779691	105782305	11
1	105706301	105712041	1	105988015	105992411	2
1	105706301	105712041	1	106796138	106798256	8
1	105745598	105748863	1	105879292	105883881	2
1	105757183	105757835	1	106508141	106509007	5
1	105765241	105766029	1	105980032	105981723	5
1	105779691	105782305	1	106241304	106243215	12
1	105805479	105806308	1	106157774	106165306	7
1	105879292	105883881	1	106136985	106140369	2
1	105879292	105883881	1	106300865	106304609	1
1	105879292	105883881	1	106407607	106411208	1
1	105879292	105883881	1	106510374	106518246	1
1	105961370	105962038	1	106203588	106204677	5
1	105964167	105965669	1	106711567	106712265	1
1	105971662	105973136	1	105980032	105981723	1
1	105973812	105974707	1	105993253	105997782	5
1	105973812	105974707	1	106796138	106798256	2
1	105975641	105979517	1	105988015	105992411	1
1	105980032	105981723	1	106270907	106277284	2
1	105980032	105981723	1	106792060	106792796	10
1	105982715	105984882	1	105988015	105992411	1
1	105988015	105992411	1	106001069	106002434	3
1	105988015	105992411	1	106019412	106021372	1
1	105988015	105992411	1	106577312	106582258	6
1	105993253	105997782	1	106179531	106186347	1
1	106019412	106021372	1	106350759	106355526	6
1	106061062	106061878	1	106723031	106723964	4
1	106061062	106061878	1	106758276	106760610	4
1	106064290	106066423	1	106073871	106075555	2
1	106064290	106066423	1	106400702	106404282	5
1	106069022	106072611	1	106368731	106370131	1
1	106127410	106128190	1	106626464	106632473	17
1	106131273	106132685	1	106344976	106347192	3
1	106141047	106146355	1	106684350	106686097	1
1	106141047	106146355	1	106758276	106760610	1
1	106148515	106150001	1	106157774	106165306	1
1	106148515	106150001	1	106626464	106632473	11
1	106150550	106153476	1	106900939	106902084	2
1	106157774	106165306	1	106358947	106359985	12
1	106157774	106165306	1	106734987	106736143	2
1	106157774	106165306	1	106796138	106798256	13
1	106171276	106173053	1	106261021	106263429	3
1	106171276	106173053	1	106316097	106322547	2
1	106171276	106173053	1	106350759	106355526	1
